id,age,fare,family_size,embarked,sex,pclass,title,is_alone,target,quality_measure
980,0.35,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.33333333333333315
981,0.65,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.6666666666666666
982,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
983,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
984,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
985,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.8181818181818181
986,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
987,0.35,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,-2.220446049250313e-16
988,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
989,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
990,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
991,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
992,0.65,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.33333333333333326
993,0.35,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.16666666666666674
994,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
995,0.75,0.25,0.0,C,male,3.0,Mr,0.0,target_0,0.0
996,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
997,0.25,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
998,0.45,0.25,0.0,C,male,3.0,Mr,0.0,target_0,0.0
999,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
1000,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1001,0.25,0.65,2.0,Q,female,3.0,Mrs,1.0,target_1,4.440892098500626e-16
1002,0.25,0.65,2.0,Q,female,3.0,Mrs,1.0,target_1,4.440892098500626e-16
1003,0.25,0.65,2.0,Q,male,3.0,Mr,1.0,target_1,-2.220446049250313e-16
1004,0.25,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.33333333333333326
1005,0.65,0.55,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1006,0.35,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,-2.220446049250313e-16
1007,0.15,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,0.5000000000000001
1008,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.857142857142857
1009,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1010,0.35,0.65,1.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1011,0.25,0.65,1.0,S,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
1012,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
1013,0.45,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
1014,0.45,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
1015,0.95,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
1016,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1017,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1018,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1019,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
1020,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1021,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
1022,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1023,0.35,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,-2.220446049250313e-16
1024,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.8
1025,0.05,0.45,1.0,S,male,3.0,Mr,0.0,target_1,0.0
1026,0.55,0.45,1.0,S,female,3.0,Mrs,0.0,target_1,0.0
1027,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1028,0.65,0.65,1.0,Q,female,3.0,Mrs,0.0,target_1,4.440892098500626e-16
1029,0.65,0.65,1.0,Q,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
1030,0.35,0.35,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1031,0.75,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1032,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1033,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1034,0.15,0.55,2.0,C,male,3.0,Mr,1.0,target_1,0.0
1035,0.15,0.55,2.0,C,male,3.0,Mr,1.0,target_1,0.0
1036,0.15,0.55,2.0,C,female,3.0,Mrs,1.0,target_1,0.5
1037,0.25,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1038,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1039,0.25,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.33333333333333326
1040,0.35,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.16666666666666674
1041,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1042,0.65,0.55,1.0,Q,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1043,0.65,0.55,1.0,Q,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1044,0.65,0.55,0.0,Q,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1045,0.15,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1046,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
1047,0.15,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,0.0
1048,0.05,0.55,2.0,C,female,3.0,Mrs,1.0,target_1,4.440892098500626e-16
1049,0.25,0.55,2.0,C,male,3.0,Mr,1.0,target_1,-2.220446049250313e-16
1050,0.25,0.55,2.0,C,female,3.0,Mrs,1.0,target_1,0.0
1051,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1052,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1053,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1054,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
1055,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1056,0.15,0.45,1.0,C,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
1057,0.15,0.45,1.0,C,female,3.0,Mrs,0.0,target_1,0.0
1058,0.55,0.25,0.0,S,female,3.0,Mrs,0.0,target_0,0.33333333333333326
1059,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
1060,0.15,0.15,0.0,S,female,3.0,Mrs,0.0,target_0,0.5
1061,0.45,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
1062,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1063,0.85,0.15,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
1064,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
1065,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1066,0.55,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
1067,0.35,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,4.440892098500626e-16
1068,0.95,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1069,0.65,0.55,1.0,Q,male,3.0,Mr,0.0,target_0,0.0
1070,0.75,0.25,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1071,0.65,0.55,1.0,Q,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1072,0.25,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,-2.220446049250313e-16
1073,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1074,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1075,0.35,0.35,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1076,0.75,0.15,0.0,Q,female,3.0,rare,0.0,target_0,-2.220446049250313e-16
1077,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
1078,0.35,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,-2.220446049250313e-16
1079,0.35,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,4.440892098500626e-16
1080,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1081,0.75,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,0.0
1082,0.15,0.05,1.0,S,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
1083,0.55,0.65,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1084,0.85,0.35,1.0,S,male,3.0,Mr,0.0,target_0,0.0
1085,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1086,0.65,0.25,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
1087,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
1088,0.65,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.6666666666666666
1089,0.25,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1090,0.35,0.35,0.0,S,female,3.0,Mrs,0.0,target_0,0.3333333333333335
1091,0.25,0.35,0.0,S,female,3.0,Mrs,0.0,target_0,6.661338147750939e-16
1092,0.25,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1093,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
1094,0.65,0.35,0.0,S,female,3.0,Mrs,0.0,target_1,0.5000000000000001
1095,0.35,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.8333333333333333
1096,0.05,0.65,4.0,S,male,3.0,Mr,1.0,target_0,0.0
1097,0.05,0.65,4.0,S,male,3.0,Mr,1.0,target_0,0.0
1098,0.05,0.65,4.0,S,female,3.0,Mrs,1.0,target_0,3.3306690738754696e-16
1099,0.15,0.65,4.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
1100,0.55,0.65,4.0,S,female,3.0,Mrs,1.0,target_0,4.440892098500626e-16
1101,0.05,0.85,5.0,S,male,3.0,Mr,1.0,target_0,3.3306690738754696e-16
1102,0.05,0.85,5.0,S,male,3.0,Mr,1.0,target_0,3.3306690738754696e-16
1103,0.05,0.85,5.0,S,male,3.0,Mr,1.0,target_0,3.3306690738754696e-16
1104,0.15,0.85,5.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1105,0.15,0.85,5.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1106,0.85,0.85,5.0,S,female,3.0,Mrs,1.0,target_0,4.440892098500626e-16
1107,0.25,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1108,0.25,0.55,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1109,0.35,0.35,0.0,C,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1110,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1111,0.05,0.55,2.0,S,male,3.0,Mr,1.0,target_0,0.33333333333333326
1112,0.05,0.55,2.0,S,female,3.0,Mrs,1.0,target_0,-2.220446049250313e-16
1113,0.45,0.55,2.0,S,female,3.0,Mrs,1.0,target_0,0.0
1114,0.75,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1115,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1116,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1117,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1118,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1119,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
1120,0.45,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
1121,0.35,0.65,2.0,C,male,3.0,Mr,1.0,target_1,0.0
1122,0.35,0.65,2.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
1123,0.35,0.65,2.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
1124,0.85,0.35,0.0,Q,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
1125,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
1126,0.55,0.25,0.0,S,female,3.0,Mrs,0.0,target_0,0.33333333333333326
1127,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1128,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1129,0.45,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
1130,0.15,0.15,0.0,S,female,3.0,Mrs,0.0,target_0,0.5
1131,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1132,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1133,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
1134,0.35,0.35,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1135,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1136,0.45,0.35,0.0,S,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
1137,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1138,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1139,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
1140,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1141,0.15,0.75,5.0,Q,male,3.0,Mr,1.0,target_0,0.0
1142,0.05,0.75,5.0,Q,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1143,0.05,0.75,5.0,Q,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1144,0.05,0.75,5.0,Q,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1145,0.15,0.75,5.0,Q,male,3.0,Mr,1.0,target_0,0.0
1146,0.85,0.75,5.0,Q,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
1147,0.35,0.85,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
1148,0.75,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1149,0.25,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.33333333333333326
1150,0.65,0.55,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1151,0.65,0.55,0.0,S,female,3.0,Mrs,0.0,target_0,-2.220446049250313e-16
1152,0.95,0.55,1.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
1153,0.95,0.55,1.0,S,female,3.0,Mrs,0.0,target_0,0.4999999999999999
1154,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1155,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1156,0.05,0.65,2.0,S,female,3.0,Mrs,1.0,target_0,0.7499999999999999
1157,0.15,0.65,2.0,S,male,3.0,Mr,1.0,target_0,0.19999999999999996
1158,0.85,0.65,2.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
1159,0.45,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
1160,0.95,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
1161,0.15,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999984
1162,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1163,0.65,0.65,0.0,Q,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1164,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1165,0.45,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.33333333333333337
1166,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1167,0.25,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,-2.220446049250313e-16
1168,0.65,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.33333333333333337
1169,0.85,0.15,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
1170,0.75,0.95,10.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1171,0.15,0.95,10.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1172,0.75,0.95,10.0,S,female,3.0,Mrs,1.0,target_0,1.1102230246251565e-16
1173,0.75,0.95,10.0,S,female,3.0,Mrs,1.0,target_0,1.1102230246251565e-16
1174,0.75,0.95,10.0,S,female,3.0,Mrs,1.0,target_0,1.1102230246251565e-16
1175,0.75,0.95,10.0,S,female,3.0,Mrs,1.0,target_0,1.1102230246251565e-16
1176,0.75,0.95,10.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1177,0.75,0.95,10.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1178,0.75,0.95,10.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1179,0.75,0.95,10.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1180,0.75,0.95,10.0,S,female,3.0,Mrs,1.0,target_0,1.1102230246251565e-16
1181,0.35,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1182,0.25,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
1183,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
1184,0.25,0.65,2.0,C,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1185,0.25,0.65,2.0,C,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1186,0.25,0.65,2.0,C,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1187,0.05,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.25
1188,0.35,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.0
1189,0.05,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.25
1190,0.45,0.45,0.0,S,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
1191,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1192,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1193,0.25,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,-2.220446049250313e-16
1194,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1195,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1196,0.55,0.45,0.0,S,male,3.0,Mr,0.0,target_1,0.7999999999999999
1197,0.75,0.55,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1198,0.55,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1199,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1200,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1201,0.35,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.40000000000000013
1202,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1203,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
1204,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1205,0.15,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,0.5000000000000001
1206,0.05,0.75,5.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1207,0.15,0.75,5.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1208,0.15,0.75,5.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
1209,0.05,0.75,5.0,S,female,3.0,Mrs,1.0,target_0,4.440892098500626e-16
1210,0.85,0.75,5.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1211,0.95,0.75,5.0,S,female,3.0,Mrs,1.0,target_0,3.3306690738754696e-16
1212,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1213,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1214,0.45,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.4999999999999999
1215,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1216,0.25,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.33333333333333326
1217,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1218,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1219,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1220,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1221,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1222,0.65,0.35,0.0,C,male,3.0,Mr,0.0,target_0,0.0
1223,0.35,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,4.440892098500626e-16
1224,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1225,0.95,0.85,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1226,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1227,0.35,0.45,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
1228,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.8125
1229,0.55,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1230,0.05,0.45,1.0,S,female,3.0,Mrs,0.0,target_0,0.5000000000000001
1231,0.55,0.45,2.0,S,female,3.0,Mrs,1.0,target_0,0.5
1232,0.15,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999984
1233,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.9000000000000001
1234,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
1235,1.05,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1236,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_1,0.875
1237,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
1238,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.9772727272727273
1239,0.75,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1240,0.05,0.35,1.0,C,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
1241,0.65,0.15,1.0,C,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
1242,0.65,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
1243,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1244,0.15,0.35,2.0,C,female,3.0,Mrs,1.0,target_1,0.0
1245,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1246,0.65,0.65,1.0,S,male,3.0,Mr,0.0,target_0,0.0
1247,0.65,0.65,1.0,S,female,3.0,Mrs,0.0,target_1,0.33333333333333337
1248,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1249,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
1250,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1251,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
1252,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
1253,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1254,0.45,0.05,0.0,S,male,3.0,Mr,0.0,target_1,-2.220446049250313e-16
1255,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1256,0.05,0.55,2.0,C,male,3.0,Mr,1.0,target_1,0.5
1257,0.15,0.55,2.0,C,female,3.0,Mrs,1.0,target_0,0.5
1258,0.55,0.55,2.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
1259,0.75,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1260,0.15,0.45,0.0,S,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
1261,0.95,0.45,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
1262,0.65,0.55,2.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
1263,0.15,0.55,2.0,S,male,3.0,Mr,1.0,target_0,0.5
1264,0.85,0.55,2.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1265,0.15,0.65,2.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
1266,0.75,0.65,2.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
1267,0.65,0.65,2.0,S,female,3.0,Mrs,1.0,target_0,0.5
1268,0.55,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.20000000000000007
1269,0.65,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.3333333333333335
1270,0.55,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.20000000000000007
1271,0.55,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.20000000000000007
1272,0.95,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1273,0.15,0.65,2.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
1274,0.65,0.65,3.0,S,male,3.0,Mr,1.0,target_0,0.0
1275,0.15,0.65,2.0,S,male,3.0,Mr,1.0,target_0,0.19999999999999996
1276,0.65,0.65,1.0,S,female,3.0,Mrs,0.0,target_0,0.6666666666666667
1277,0.35,0.15,0.0,C,male,3.0,Mr,0.0,target_1,0.5999999999999999
1278,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
1279,0.15,0.25,0.0,S,female,3.0,Mrs,0.0,target_0,0.4999999999999999
1280,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
1281,0.35,0.35,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1282,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1283,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1284,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1285,0.65,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.3333333333333335
1286,0.85,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,4.440892098500626e-16
1287,0.95,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1288,0.15,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
1289,0.25,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
1290,0.95,0.15,1.0,S,female,3.0,Mrs,0.0,target_1,0.0
1291,0.35,0.35,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1292,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1293,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
1294,0.55,0.65,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
1295,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1296,0.55,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
1297,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
1298,0.75,0.45,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
