id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,class
10752,23.0,M,173.2,68.9,10.4,84.0,136.0,44.6,11.8,40.0,242.0,low_performance
10753,21.0,M,173.1,69.5,17.0,83.0,122.0,42.7,1.7,53.0,238.0,low_performance
10754,29.0,M,174.9,75.2,14.5,73.0,136.0,57.7,26.4,62.0,234.0,high_performance
10755,63.0,M,176.9,82.0,32.2,69.0,121.0,39.4,7.7,12.0,115.0,low_performance
10756,62.0,F,158.7,56.0,31.8,96.0,145.0,26.6,26.0,18.0,145.0,mid_performance
10757,49.0,M,178.0,76.6,16.7,88.0,135.0,49.5,18.1,36.0,170.0,mid_performance
10758,28.0,M,178.4,79.2,15.5,63.0,129.0,48.4,16.0,59.0,248.0,high_performance
10759,61.0,M,163.5,65.0,27.6,76.0,111.0,29.4,3.6,38.0,147.0,mid_performance
10760,38.0,M,176.4,73.9,17.54,96.0,144.0,49.3,7.2,47.0,212.0,mid_performance
10761,39.0,M,180.5,77.1,12.8,84.0,144.0,47.8,16.2,49.0,219.0,high_performance
10762,27.0,M,179.0,76.3,23.8,80.0,120.0,41.0,21.2,61.0,256.0,mid_performance
10763,57.0,M,175.7,63.5,19.7,79.0,159.0,49.9,4.5,33.0,176.0,mid_performance
10764,49.0,F,164.7,72.1,34.3,89.0,154.0,36.1,15.3,22.0,137.0,mid_performance
10765,37.0,M,176.3,73.5,20.2,74.0,143.0,43.6,14.0,55.0,214.0,mid_performance
10766,36.0,M,174.5,73.4,20.8,80.0,130.0,49.8,9.6,57.0,208.0,mid_performance
10767,26.0,F,161.4,57.9,35.9,81.0,108.0,16.2,0.9,28.0,144.0,low_performance
10768,52.0,F,159.9,72.1,38.2,78.0,124.0,26.4,17.4,0.0,108.0,low_performance
10769,40.0,M,166.9,71.2,22.1,91.0,145.0,41.5,13.9,38.0,187.0,mid_performance
10770,58.0,M,162.0,60.0,19.2,78.0,128.0,36.3,5.1,23.0,191.0,mid_performance
10771,21.0,M,172.1,74.4,18.0,89.0,132.0,46.1,7.6,56.0,200.0,mid_performance
10772,24.0,F,158.0,46.1,22.2,83.0,122.0,22.1,21.4,32.0,149.0,mid_performance
10773,21.0,M,175.1,71.5,21.1,94.0,138.0,33.0,10.3,26.0,182.0,low_performance
10774,54.0,M,170.1,78.1,24.1,78.0,134.0,50.3,17.5,28.0,187.0,mid_performance
10775,62.0,M,168.6,95.0,37.7,92.0,155.0,43.7,3.7,8.0,147.0,low_performance
10776,41.0,M,179.2,77.3,17.3,77.0,127.0,46.9,5.8,46.0,215.0,mid_performance
10777,23.0,M,172.2,79.74,14.4,89.0,158.0,46.5,13.0,60.0,218.0,mid_performance
10778,61.0,M,158.6,43.2,14.9,59.0,117.0,22.7,10.3,26.0,130.0,mid_performance
10779,26.0,F,157.9,60.2,33.1,70.0,127.0,37.2,24.9,34.0,178.0,mid_performance
10780,21.0,F,159.6,49.1,29.9,74.0,127.0,22.5,25.2,43.0,173.0,high_performance
10781,40.0,M,171.4,72.8,24.5,79.0,128.0,47.2,21.0,46.0,220.0,high_performance
10782,34.0,F,167.6,60.0,25.2,71.0,101.0,20.1,20.3,39.0,137.0,low_performance
10783,57.0,M,165.8,76.9,28.2,75.0,118.0,45.0,12.0,24.0,180.0,low_performance
10784,21.0,M,176.9,78.76,31.2,86.0,132.0,35.1,-5.1,36.0,182.0,low_performance
10785,26.0,F,159.5,53.4,29.2,74.0,111.0,26.7,21.1,55.0,183.0,high_performance
10786,51.0,M,175.5,76.1,21.5,98.0,138.0,54.0,19.6,35.0,222.0,mid_performance
10787,23.0,F,155.1,53.5,40.3,65.0,115.0,17.6,6.0,4.0,106.0,low_performance
10788,37.0,M,169.4,73.3,14.2,92.0,140.0,48.9,10.9,48.0,242.0,mid_performance
10789,43.0,M,174.9,63.0,16.5,68.0,99.0,45.6,15.9,38.0,231.0,mid_performance
10790,50.0,F,164.8,64.1,30.0,75.0,144.0,37.4,21.6,26.0,156.0,mid_performance
10791,61.0,F,151.3,50.9,26.9,97.0,135.0,21.7,22.8,18.0,142.0,high_performance
10792,27.0,M,170.2,76.3,23.4,76.0,129.0,48.1,8.0,49.0,204.0,mid_performance
10793,51.0,M,168.0,74.9,20.9,91.0,134.0,44.9,4.1,29.0,211.0,low_performance
10794,25.0,M,181.7,74.8,13.0,77.0,135.0,46.8,6.1,57.0,253.0,mid_performance
10795,29.0,M,175.2,85.4,18.9,91.0,149.0,51.1,16.8,54.0,253.0,mid_performance
10796,24.0,F,163.0,61.34,40.5,79.0,112.0,20.2,24.5,9.0,150.0,low_performance
10797,22.0,M,169.2,56.3,14.3,64.0,108.0,33.2,8.4,62.0,209.0,mid_performance
10798,63.0,F,161.6,77.0,31.9,80.0,120.0,19.3,8.4,17.0,147.0,low_performance
10799,34.0,M,171.6,65.6,21.3,78.0,140.0,43.6,18.3,43.0,120.0,mid_performance
10800,56.0,F,157.0,59.6,26.7,72.0,118.0,21.4,17.2,10.0,167.0,mid_performance
10801,46.0,M,179.9,79.1,17.2,75.0,145.0,4.4,15.4,60.0,237.0,mid_performance
10802,57.0,F,151.3,60.0,39.9,60.0,122.0,23.9,16.2,8.0,155.0,low_performance
10803,23.0,M,159.3,60.0,17.0,90.0,151.0,26.3,13.1,21.0,250.0,low_performance
10804,46.0,F,161.6,54.8,21.6,71.0,114.0,19.6,22.8,15.0,129.0,low_performance
10805,58.0,M,168.6,64.0,19.2,94.0,145.0,40.4,20.1,37.0,209.0,high_performance
10806,46.0,F,157.7,52.5,31.5,65.0,109.0,23.0,12.6,8.0,138.0,low_performance
10807,62.0,F,155.1,55.6,15.8,74.0,124.0,28.5,18.5,25.0,126.0,mid_performance
10808,23.0,M,181.0,93.2,21.3,72.0,129.0,56.8,25.5,52.0,214.0,mid_performance
10809,22.0,F,165.8,55.4,28.8,89.0,114.0,21.8,8.7,31.0,152.0,low_performance
10810,37.0,M,165.0,86.9,28.9,70.0,114.0,42.7,17.3,51.0,242.0,high_performance
10811,29.0,F,164.1,52.54,21.4,73.0,116.0,32.6,31.3,40.0,172.0,high_performance
10812,56.0,M,173.6,77.4,22.6,74.0,136.0,42.1,8.2,30.0,206.0,mid_performance
10813,55.0,M,162.3,65.5,30.7,118.0,186.0,40.6,11.9,23.0,162.0,mid_performance
10814,40.0,M,187.3,90.3,23.1,65.0,113.0,59.2,7.5,27.0,220.0,low_performance
10815,54.0,M,161.4,63.0,18.2,78.0,130.0,39.7,17.7,39.0,205.0,high_performance
10816,28.0,M,171.2,74.1,26.2,83.0,138.0,37.3,9.9,51.0,197.0,low_performance
10817,22.0,M,172.6,70.2,17.1,70.0,139.0,43.0,14.5,48.0,211.0,mid_performance
10818,23.0,M,175.0,78.7,19.6,76.0,127.0,44.6,2.4,44.0,193.0,low_performance
10819,48.0,F,161.3,77.4,41.8,68.0,117.0,36.4,7.5,30.0,160.0,low_performance
10820,28.0,F,159.6,61.7,25.5,82.0,125.0,29.1,22.5,25.0,153.0,mid_performance
10821,22.0,F,167.1,53.7,28.8,92.0,121.0,26.7,23.9,8.0,172.0,low_performance
10822,43.0,M,162.6,70.4,27.4,92.0,132.0,27.6,5.0,40.0,190.0,low_performance
10823,48.0,F,156.7,60.6,35.5,98.0,156.0,28.2,24.1,32.0,153.0,high_performance
10824,37.0,F,157.8,75.7,38.4,83.0,121.0,30.9,13.6,15.0,126.0,low_performance
10825,25.0,M,168.8,70.6,22.1,84.0,148.0,45.2,13.5,41.0,200.0,mid_performance
10826,30.0,M,168.2,76.6,16.1,60.0,116.0,47.8,4.6,55.0,227.0,mid_performance
10827,23.0,M,185.1,75.4,13.6,77.0,137.0,52.7,19.4,66.0,238.0,mid_performance
10828,26.0,F,166.9,64.8,26.8,76.0,130.0,35.0,23.2,44.0,171.0,high_performance
10829,21.0,F,163.8,58.2,23.1,80.0,143.0,24.6,19.6,41.0,175.0,mid_performance
10830,24.0,M,164.2,61.7,12.2,65.0,118.0,48.6,8.4,58.0,224.0,mid_performance
10831,29.0,M,177.3,68.7,18.0,77.0,123.0,39.7,-10.2,33.0,168.0,low_performance
10832,60.0,M,167.2,72.1,27.3,99.0,143.0,39.0,7.1,44.0,170.0,mid_performance
10833,22.0,M,176.9,75.3,15.4,72.0,140.0,47.9,16.7,61.0,228.0,high_performance
10834,41.0,F,157.5,50.8,19.9,86.0,126.0,26.1,22.0,36.0,171.0,high_performance
10835,28.0,M,173.7,70.74,17.4,81.0,131.0,42.9,18.7,67.0,261.0,high_performance
10836,29.0,M,189.8,87.9,13.5,93.0,149.0,49.6,20.4,55.0,235.0,mid_performance
10837,25.0,F,165.1,54.1,31.7,76.0,126.0,21.9,17.2,30.0,160.0,mid_performance
10838,22.0,M,185.0,89.3,24.7,79.0,138.0,39.3,18.1,43.0,224.0,mid_performance
10839,21.0,F,167.8,57.4,26.3,63.0,109.0,27.5,21.8,51.0,186.0,high_performance
10840,28.0,M,171.8,64.7,11.6,81.0,136.0,46.9,19.7,54.0,230.0,high_performance
10841,51.0,F,157.6,52.0,30.1,79.0,139.0,25.6,11.8,15.0,155.0,mid_performance
10842,51.0,F,154.0,49.5,26.6,57.0,115.0,21.0,14.5,32.0,133.0,mid_performance
10843,44.0,M,163.7,58.4,10.3,77.0,119.0,50.0,18.4,50.0,221.0,high_performance
10844,41.0,M,168.0,65.5,18.7,84.0,120.0,43.1,17.0,56.0,236.0,high_performance
10845,29.0,F,163.2,54.1,26.7,78.0,125.0,32.3,12.1,19.0,168.0,low_performance
10846,57.0,F,158.4,65.4,40.5,79.0,138.0,15.0,9.1,12.0,144.0,low_performance
10847,48.0,F,159.9,58.8,25.7,85.0,137.0,31.0,24.2,34.0,141.0,mid_performance
10848,29.0,M,179.3,82.6,13.8,67.0,127.0,51.7,16.6,76.0,283.0,high_performance
10849,30.0,F,155.7,52.0,30.5,79.0,116.0,20.1,10.6,33.0,160.0,mid_performance
10850,64.0,M,170.0,84.1,24.2,95.0,154.0,41.0,10.1,28.0,181.0,mid_performance
10851,26.0,F,164.6,56.0,28.4,63.0,100.0,28.1,21.9,50.0,185.0,high_performance
10852,30.0,M,170.0,69.4,19.9,69.0,116.0,39.7,14.3,48.0,219.0,mid_performance
10853,58.0,F,162.5,50.0,32.6,64.0,104.0,27.6,24.0,17.0,145.0,mid_performance
10854,54.0,F,160.6,53.82,22.5,68.0,125.0,28.9,17.4,31.0,132.0,mid_performance
10855,50.0,F,163.6,63.0,30.4,71.0,136.0,28.4,17.9,40.0,185.0,mid_performance
10856,38.0,F,159.0,53.3,25.9,70.0,132.0,26.9,22.5,34.0,165.0,high_performance
10857,40.0,M,175.1,65.9,16.3,90.0,138.0,47.9,16.5,35.0,219.0,mid_performance
10858,59.0,M,169.4,65.4,25.6,83.0,130.0,41.0,19.1,27.0,195.0,mid_performance
10859,43.0,M,175.9,90.0,26.9,81.0,147.0,50.7,0.0,33.0,221.0,low_performance
10860,31.0,M,175.3,72.9,21.3,81.0,134.0,45.6,19.0,51.0,241.0,high_performance
10861,40.0,M,171.4,73.9,16.4,81.0,141.0,42.9,15.8,37.0,202.0,mid_performance
10862,29.0,F,167.8,61.1,29.8,69.0,111.0,23.2,16.6,35.0,155.0,mid_performance
10863,42.0,F,160.0,64.6,28.6,80.0,120.0,37.3,24.1,49.0,172.0,high_performance
10864,25.0,M,180.8,73.8,12.9,76.0,129.0,53.6,16.4,45.0,255.0,mid_performance
10865,24.0,M,185.9,73.0,15.3,76.0,136.0,39.1,9.8,36.0,218.0,low_performance
10866,23.0,M,187.3,76.8,14.05,62.0,106.0,48.9,0.3,38.0,237.0,low_performance
10867,30.0,M,174.0,77.0,13.9,84.0,122.0,50.0,21.2,50.0,229.0,mid_performance
10868,26.0,M,169.2,70.8,13.9,84.0,122.0,48.6,15.3,55.0,260.0,high_performance
10869,32.0,M,174.2,74.3,23.8,84.0,118.0,51.0,16.5,51.0,215.0,high_performance
10870,21.0,M,176.5,78.8,24.7,97.0,159.0,33.1,10.6,61.0,165.0,low_performance
10871,35.0,M,166.2,67.1,15.8,84.0,154.0,43.1,18.3,45.0,240.0,high_performance
10872,30.0,M,174.1,70.8,20.9,77.0,117.0,39.4,11.9,35.0,205.0,mid_performance
10873,38.0,F,156.8,49.8,24.6,80.0,120.0,25.5,17.2,26.0,158.0,mid_performance
10874,23.0,M,169.9,80.3,24.1,79.0,155.0,47.9,12.6,51.0,222.0,mid_performance
10875,36.0,M,170.0,73.5,19.5,64.0,116.0,41.7,24.7,42.0,213.0,mid_performance
10876,41.0,M,178.3,75.4,11.3,90.0,150.0,44.1,19.3,63.0,241.0,mid_performance
10877,21.0,M,179.2,79.8,24.8,72.0,131.0,42.8,11.0,56.0,227.0,low_performance
10878,35.0,M,158.0,61.9,22.2,82.0,118.0,51.8,8.3,46.0,194.0,mid_performance
10879,33.0,M,176.1,74.3,14.0,81.0,139.0,37.5,10.2,53.0,227.0,mid_performance
10880,48.0,M,163.9,66.2,31.2,92.0,142.0,40.0,2.1,26.0,196.0,low_performance
10881,40.0,F,175.6,60.4,17.8,76.0,146.0,28.7,13.0,38.0,195.0,mid_performance
10882,64.0,M,173.5,68.4,18.7,83.0,147.0,36.4,18.2,40.0,178.0,high_performance
10883,41.0,M,171.0,74.0,19.4,69.0,135.0,48.8,15.9,54.0,223.0,high_performance
10884,40.0,M,175.5,82.5,19.7,77.0,120.0,54.5,18.2,48.0,217.0,mid_performance
10885,54.0,M,164.8,69.1,22.8,96.0,123.0,40.3,12.3,39.0,190.0,mid_performance
10886,23.0,F,163.0,49.6,24.6,56.0,109.0,30.0,27.4,39.0,187.0,mid_performance
10887,64.0,M,167.4,68.1,19.4,76.0,120.0,34.9,13.3,34.0,184.0,mid_performance
10888,50.0,F,164.4,58.8,22.0,85.0,146.0,32.9,17.6,29.0,145.0,mid_performance
10889,23.0,M,176.2,85.9,24.3,88.0,148.0,38.8,3.7,58.0,246.0,low_performance
10890,29.0,F,159.5,47.0,27.2,99.0,141.0,30.5,19.1,39.0,166.0,high_performance
10891,25.0,M,176.9,78.3,15.6,77.0,139.0,54.1,17.4,62.0,235.0,high_performance
10892,60.0,M,165.7,70.4,21.9,90.0,140.0,43.2,14.5,37.0,210.0,high_performance
10893,39.0,M,170.7,71.0,19.8,70.0,104.0,38.1,21.0,58.0,203.0,mid_performance
10894,30.0,M,182.8,81.2,22.9,89.0,134.0,47.3,10.3,48.0,225.0,mid_performance
10895,52.0,M,170.6,69.5,15.0,65.0,101.0,28.4,12.3,30.0,170.0,mid_performance
10896,34.0,M,183.7,79.8,17.6,91.0,146.0,55.6,18.7,49.0,255.0,high_performance
10897,52.0,M,172.6,76.4,20.3,80.0,133.0,36.4,16.3,40.0,184.0,mid_performance
10898,58.0,F,154.6,53.5,33.6,79.0,124.0,22.8,21.7,18.0,121.0,mid_performance
10899,26.0,F,166.0,73.6,37.0,79.0,109.0,31.0,17.7,34.0,149.0,mid_performance
10900,27.0,M,183.0,62.0,12.2,78.0,126.0,46.5,7.6,43.0,235.0,mid_performance
10901,21.0,F,154.9,75.16,44.1,84.0,128.0,21.6,20.8,31.0,140.0,low_performance
10902,27.0,M,174.9,71.4,18.7,78.0,139.0,41.4,19.5,44.0,234.0,mid_performance
10903,26.0,M,176.5,70.6,20.7,80.0,133.0,38.1,4.9,35.0,200.0,low_performance
10904,58.0,M,177.5,73.6,19.9,100.0,153.0,42.2,17.1,35.0,208.0,mid_performance
10905,22.0,M,166.0,61.9,11.3,79.0,127.0,39.2,0.1,50.0,218.0,low_performance
10906,38.0,M,175.5,78.4,20.9,80.0,132.0,53.0,16.9,51.0,238.0,high_performance
10907,21.0,M,176.7,80.9,22.9,77.0,125.0,44.7,13.9,52.0,219.0,mid_performance
10908,36.0,M,173.7,65.9,9.4,85.0,140.0,47.1,14.8,50.0,241.0,high_performance
10909,34.0,M,166.8,63.0,15.7,73.0,138.0,44.5,18.3,65.0,241.0,high_performance
10910,25.0,M,176.8,70.3,9.9,67.0,110.0,49.0,26.7,58.0,251.0,high_performance
10911,45.0,F,164.4,56.3,23.8,89.0,150.0,25.8,12.4,22.0,162.0,mid_performance
10912,22.0,M,171.0,70.6,14.4,86.0,125.0,40.7,5.7,40.0,230.0,low_performance
10913,51.0,M,170.0,71.8,19.2,99.0,152.0,39.6,8.5,48.0,197.0,mid_performance
10914,48.0,M,181.2,80.2,13.9,79.0,122.0,46.6,20.5,53.0,233.0,mid_performance
10915,26.0,M,173.8,81.5,33.0,86.0,143.0,37.7,0.8,38.0,196.0,low_performance
10916,31.0,M,166.4,64.7,13.1,60.0,123.0,50.9,11.1,50.0,223.0,mid_performance
10917,23.0,F,173.2,66.7,22.2,66.0,106.0,31.4,34.7,47.0,180.0,high_performance
10918,62.0,F,148.7,52.6,36.7,67.0,127.0,25.3,12.7,18.0,101.0,mid_performance
10919,48.0,M,169.6,69.6,15.9,86.0,142.0,37.8,15.8,37.0,202.0,mid_performance
10920,60.0,F,158.9,56.3,24.2,84.0,151.0,17.6,11.4,3.0,135.0,low_performance
10921,39.0,M,177.1,79.6,16.11972,77.0,149.0,52.9,0.7,61.0,212.0,low_performance
10922,31.0,M,176.0,78.4,20.5,75.0,126.0,52.1,20.9,52.0,240.0,low_performance
10923,26.0,M,177.8,74.4,17.4,77.0,131.0,40.3,9.4,43.0,234.0,mid_performance
10924,26.0,M,176.8,85.9,28.5,97.0,140.0,36.1,12.6,40.0,212.0,low_performance
10925,22.0,F,164.7,49.8,23.7,85.0,130.0,29.5,22.7,37.0,164.0,high_performance
10926,59.0,M,173.5,74.8,17.6,65.0,123.0,49.7,17.9,49.0,198.0,mid_performance
10927,35.0,M,162.6,52.9,18.1,77.0,109.0,24.3,5.5,28.0,103.0,low_performance
10928,23.0,M,170.0,75.7,20.1,78.0,121.0,53.6,18.4,58.0,220.0,mid_performance
10929,49.0,M,177.2,83.0,19.7,98.0,158.0,40.2,14.9,50.0,203.0,mid_performance
10930,27.0,F,168.7,53.7,20.2,60.0,109.0,27.9,18.8,36.0,156.0,high_performance
10931,56.0,F,153.6,47.7,26.9,75.0,126.0,21.4,20.4,22.0,154.0,high_performance
10932,44.0,F,149.9,60.4,34.2,90.0,132.0,15.4,-0.1,20.0,63.0,low_performance
10933,62.0,M,166.2,65.5,21.45024,88.0,156.0,29.2,19.8,33.0,181.0,high_performance
10934,53.0,F,159.2,57.2,26.3,70.0,119.0,20.7,20.6,24.0,132.0,mid_performance
10935,29.0,F,167.0,65.8,32.3,91.0,133.0,29.5,28.3,54.0,196.0,mid_performance
10936,26.0,F,155.0,51.9,31.0,77.0,134.0,22.9,12.3,37.0,141.0,mid_performance
10937,38.0,M,184.3,94.1,19.3,78.0,132.0,57.9,27.4,50.0,244.0,mid_performance
10938,25.0,F,156.0,46.8,20.2,77.0,128.0,22.1,21.9,42.0,179.0,high_performance
10939,22.0,F,162.0,58.0,29.3,79.0,130.0,30.2,22.1,38.0,153.0,high_performance
10940,58.0,F,164.1,72.3,30.4,96.0,152.0,28.9,14.1,19.0,122.0,mid_performance
10941,61.0,M,171.6,78.7,23.8,70.0,136.0,40.3,22.2,47.0,182.0,high_performance
10942,34.0,M,174.8,70.4,14.4,68.0,108.0,43.7,9.1,54.0,233.0,mid_performance
10943,48.0,F,152.2,58.5,35.1,76.0,136.0,22.4,20.0,20.0,151.0,low_performance
10944,25.0,M,166.3,57.7,16.1,66.0,134.0,47.0,-3.2,39.0,214.0,low_performance
10945,22.0,M,178.0,62.3,11.8,61.0,125.0,41.0,15.0,54.0,214.0,mid_performance
10946,33.0,M,176.5,84.2,17.2,79.0,132.0,51.9,25.2,47.0,250.0,high_performance
10947,55.0,F,158.2,62.1,33.2,74.0,130.0,24.4,17.3,17.0,140.0,mid_performance
10948,29.0,M,173.7,72.6,12.7,67.0,104.0,5.3,17.6,53.0,227.0,high_performance
10949,30.0,F,163.8,58.1,22.91287,84.0,131.0,27.8,22.3,50.0,189.0,high_performance
10950,26.0,M,172.5,61.8,11.8,85.0,146.0,40.2,2.4,33.0,156.0,low_performance
10951,26.0,M,176.4,64.4,16.1,83.0,133.0,32.8,6.7,42.0,226.0,low_performance
10952,26.0,M,179.4,85.9,19.0,71.0,136.0,62.3,25.2,48.0,256.0,mid_performance
10953,21.0,M,173.0,75.0,17.8,55.0,97.0,52.8,20.0,56.0,225.0,mid_performance
10954,54.0,M,171.0,77.5,26.5,90.0,146.0,36.5,8.2,36.0,176.0,low_performance
10955,29.0,F,164.7,53.9,24.1,66.0,117.0,20.6,7.5,12.0,154.0,low_performance
10956,23.0,F,161.6,53.7,22.5,71.0,115.0,29.1,22.4,46.0,183.0,high_performance
10957,34.0,M,172.0,61.0,15.0,60.0,106.0,38.6,15.0,41.0,230.0,mid_performance
10958,23.0,F,160.6,55.5,20.4,70.0,113.0,25.4,15.3,52.0,170.0,mid_performance
10959,26.0,M,165.6,64.1,21.7,74.0,119.0,28.3,14.7,57.0,203.0,mid_performance
10960,30.0,M,160.4,48.9,23.1,75.0,122.0,34.5,6.6,24.0,179.0,low_performance
10961,39.0,M,180.0,77.7,18.7,99.0,155.0,50.8,25.0,43.0,227.0,mid_performance
10962,34.0,M,178.1,74.0,12.1,74.0,127.0,46.6,4.7,40.0,262.0,mid_performance
10963,47.0,F,158.2,53.9,25.1,73.0,143.0,25.8,17.3,42.0,167.0,mid_performance
10964,63.0,M,161.0,68.9,25.64,83.0,136.0,42.2,8.7,30.0,162.0,mid_performance
10965,23.0,M,178.2,73.6,15.0,87.0,147.0,46.6,14.9,34.0,241.0,low_performance
10966,21.0,M,177.7,70.7,22.2,86.0,142.0,45.0,25.0,55.0,230.0,high_performance
10967,40.0,M,173.0,76.4,22.8,90.0,157.0,40.2,14.0,35.0,218.0,mid_performance
10968,60.0,F,151.9,59.0,37.1,92.0,148.0,20.4,7.8,0.0,101.0,low_performance
10969,59.0,F,151.4,52.2,34.2,65.0,124.0,27.9,16.7,2.0,118.0,low_performance
10970,36.0,M,178.6,86.4,29.0,82.0,140.0,51.6,0.7,38.0,192.0,low_performance
10971,55.0,M,166.0,62.7,21.5,86.0,141.0,39.6,19.0,39.0,185.0,high_performance
10972,21.0,F,166.6,64.9,30.7,84.0,141.0,28.8,23.4,61.0,182.0,mid_performance
10973,29.0,M,170.2,70.14,16.5,67.0,113.0,47.8,-0.4,54.0,230.0,low_performance
10974,21.0,M,179.3,74.46,12.0,82.0,133.0,50.9,18.0,54.0,242.0,mid_performance
10975,28.0,M,190.6,78.8,15.2,74.0,120.0,41.0,9.5,51.0,242.0,mid_performance
10976,27.0,M,176.5,69.1,12.1,70.0,130.0,58.6,18.5,53.0,220.0,mid_performance
10977,21.0,M,177.6,72.4,21.9,70.0,123.0,49.3,7.8,49.0,250.0,mid_performance
10978,58.0,M,167.7,65.4,14.8,65.0,108.0,43.9,7.8,48.0,180.0,mid_performance
10979,60.0,M,166.6,59.2,20.3,80.0,121.0,32.3,13.5,38.0,185.0,mid_performance
10980,43.0,M,171.4,87.7,31.7,79.0,135.0,42.9,-9.2,33.0,195.0,low_performance
10981,25.0,M,179.4,81.36,25.3,68.0,121.0,44.8,2.9,56.0,215.0,low_performance
10982,29.0,F,163.1,60.9,35.6,65.0,113.0,31.1,10.8,32.0,146.0,mid_performance
10983,24.0,F,153.7,54.9,34.2,75.0,117.0,19.6,26.8,49.0,181.0,mid_performance
10984,27.0,M,174.3,77.0,27.2,54.0,120.0,36.0,12.3,54.0,213.0,low_performance
10985,41.0,M,174.7,72.6,17.8,74.0,120.0,35.8,18.5,40.0,201.0,mid_performance
10986,59.0,F,156.4,54.8,28.3,70.0,123.0,20.0,14.7,6.0,108.0,low_performance
10987,23.0,M,172.6,64.3,16.9,68.0,131.0,41.1,13.4,47.0,220.0,mid_performance
10988,22.0,F,149.9,47.2,32.5,69.0,108.0,20.5,9.9,21.0,124.0,low_performance
10989,32.0,M,168.8,62.6,18.5,66.0,108.0,38.0,11.4,46.0,224.0,mid_performance
10990,23.0,F,168.8,56.1,20.6,82.0,134.0,34.1,24.3,42.0,181.0,high_performance
10991,49.0,M,163.8,67.1,23.6,69.0,106.0,37.0,11.4,35.0,200.0,mid_performance
10992,31.0,M,168.2,70.5,15.5,82.0,145.0,39.6,19.9,66.0,264.0,mid_performance
10993,54.0,M,172.6,66.5,17.2,75.0,143.0,37.0,14.4,21.0,189.0,low_performance
10994,36.0,M,173.0,71.7,18.8,70.0,130.0,45.1,19.6,57.0,228.0,high_performance
10995,54.0,M,177.2,73.0,22.0,95.0,147.0,36.5,12.7,32.0,183.0,low_performance
10996,27.0,F,169.8,58.2,24.5,61.0,111.0,30.1,17.5,53.0,151.0,mid_performance
10997,22.0,M,179.2,81.4,25.2,69.0,112.0,40.1,14.0,46.0,197.0,low_performance
10998,61.0,F,159.1,71.4,38.5,78.0,148.0,23.6,26.2,0.0,98.0,low_performance
10999,37.0,F,163.0,54.9,16.1,80.0,148.0,32.6,26.7,58.0,201.0,high_performance
11000,31.0,M,172.8,77.1,13.2,68.0,135.0,55.3,19.2,57.0,225.0,high_performance
11001,25.0,F,160.1,57.5,27.1,92.0,140.0,34.4,28.8,53.0,162.0,high_performance
11002,27.0,F,148.8,41.3,27.5,68.0,108.0,18.2,20.5,24.0,153.0,mid_performance
11003,60.0,M,171.7,58.2,12.8,83.0,123.0,43.4,13.5,37.0,202.0,high_performance
11004,30.0,M,167.5,65.3,16.3,60.0,109.0,39.8,13.7,46.0,235.0,mid_performance
11005,25.0,F,168.0,64.5,30.9,44.0,113.0,31.6,17.3,33.0,182.0,mid_performance
11006,22.0,M,171.4,70.0,23.1,73.0,140.0,39.1,8.9,47.0,212.0,mid_performance
11007,24.0,M,169.5,68.3,27.4,74.0,119.0,34.2,-1.7,37.0,185.0,low_performance
11008,60.0,M,167.9,72.2,28.6,91.0,153.0,31.6,-20.0,5.0,134.0,low_performance
11009,29.0,M,178.6,89.7,21.0,93.0,134.0,45.8,11.4,53.0,223.0,mid_performance
11010,23.0,F,162.5,54.4,27.5,57.0,109.0,33.7,-7.6,34.0,176.0,low_performance
11011,55.0,M,163.1,62.1,20.6,88.0,147.0,36.0,12.9,31.0,173.0,mid_performance
11012,27.0,F,166.7,47.9,24.9,56.0,115.0,21.8,19.0,20.0,151.0,low_performance
11013,57.0,F,152.4,52.2,30.9,75.0,135.0,21.8,17.8,11.0,197.0,mid_performance
11014,49.0,F,158.4,47.22,23.2,95.0,156.0,28.0,16.0,25.0,142.0,mid_performance
11015,25.0,M,163.2,61.8,21.2,78.0,126.0,42.3,9.6,48.0,199.0,mid_performance
11016,23.0,F,159.8,43.0,19.6,83.0,121.0,16.1,11.0,32.0,170.0,mid_performance
11017,58.0,F,155.4,60.14,31.3,80.0,136.0,26.3,12.5,17.0,129.0,mid_performance
11018,41.0,F,160.5,50.9,20.1,80.0,120.0,24.3,13.2,19.0,160.0,mid_performance
11019,33.0,M,187.7,86.2,19.5,89.0,144.0,54.5,30.2,50.0,211.0,mid_performance
11020,35.0,M,170.6,71.36,18.7,90.0,134.0,47.0,30.0,48.0,241.0,high_performance
11021,21.0,M,171.1,65.5,15.2,69.0,148.0,36.8,16.4,42.0,203.0,mid_performance
11022,30.0,M,179.7,79.3,13.7,86.0,132.0,51.0,16.0,53.0,252.0,high_performance
11023,26.0,M,172.7,76.1,12.2,70.0,129.0,58.7,18.7,59.0,222.0,high_performance
11024,50.0,F,167.6,61.5,25.1,88.0,141.0,26.3,19.2,34.0,159.0,mid_performance
11025,27.0,M,170.9,76.9,15.4,74.0,138.0,46.2,15.8,49.0,226.0,mid_performance
11026,21.0,M,169.9,70.6,14.3,75.0,136.0,39.3,19.2,60.0,246.0,high_performance
