id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,y_true,y_predict,high_performance,mid_performance,low_performance
10955,26-35,F,160-mid-176,under_55,15-mid-30,under_68,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
10956,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
10957,26-35,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
10958,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10959,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
10960,26-35,M,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
10961,36-45,M,over_176,55-mid-79,15-mid-30,over_89,over_144,over_47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10962,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
10963,46-55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10964,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10965,<25,M,over_176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,low_performance,low_performance,0,0,1
10966,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
10967,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10968,>55,F,under_160,55-mid-79,over_30,over_89,over_144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
10969,>55,F,under_160,under_55,over_30,under_68,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
10970,36-45,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
10971,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
10972,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
10973,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,over_47,under_6,25-mid-54,over_229,low_performance,low_performance,0,0,1
10974,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
10975,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
10976,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10977,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
10978,>55,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10979,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10980,36-45,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
10981,<25,M,over_176,over_79,15-mid-30,under_68,115-mid-144,26-mid-47,under_6,over_54,150-mid-229,low_performance,low_performance,0,0,1
10982,26-35,F,160-mid-176,55-mid-79,over_30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
10983,<25,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10984,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
10985,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10986,>55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
10987,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10988,<25,F,under_160,under_55,over_30,68-mid-89,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
10989,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10990,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
10991,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10992,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
10993,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
10994,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
10995,46-55,M,over_176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
10996,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
10997,<25,M,over_176,over_79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
10998,>55,F,under_160,55-mid-79,over_30,68-mid-89,over_144,under_26,over_23,under_25,under_150,low_performance,low_performance,0,0,1
10999,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,over_144,26-mid-47,over_23,over_54,150-mid-229,high_performance,high_performance,1,0,0
11000,26-35,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
11001,<25,F,under_160,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11002,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11003,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11004,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11005,<25,F,160-mid-176,55-mid-79,over_30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11006,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11007,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11008,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11009,26-35,M,over_176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11010,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11011,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11012,26-35,F,160-mid-176,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
11013,>55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11014,46-55,F,under_160,under_55,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11015,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11016,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11017,>55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11018,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11019,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11020,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,over_23,25-mid-54,over_229,high_performance,high_performance,1,0,0
11021,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11022,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
11023,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
11024,46-55,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11025,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11026,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11027,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11028,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11029,<25,M,over_176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,25-mid-54,under_150,low_performance,low_performance,0,0,1
11030,46-55,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11031,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11032,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11033,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11034,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11035,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11036,36-45,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11037,36-45,M,over_176,over_79,over_30,over_89,over_144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11038,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11039,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11040,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11041,>55,M,160-mid-176,over_79,over_30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11042,36-45,F,under_160,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
11043,46-55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11044,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,over_229,low_performance,low_performance,0,0,1
11045,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11046,36-45,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11047,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11048,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11049,36-45,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11050,36-45,F,under_160,under_55,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,under_150,high_performance,high_performance,1,0,0
11051,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11052,26-35,M,160-mid-176,over_79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
11053,<25,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11054,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11055,36-45,M,over_176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11056,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11057,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
11058,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11059,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11060,<25,M,over_176,over_79,over_30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11061,>55,F,under_160,under_55,over_30,under_68,115-mid-144,under_26,over_23,under_25,under_150,low_performance,low_performance,0,0,1
11062,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11063,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11064,26-35,M,over_176,55-mid-79,under_15,over_89,over_144,over_47,over_23,25-mid-54,over_229,high_performance,high_performance,1,0,0
11065,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11066,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11067,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11068,46-55,F,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11069,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,low_performance,low_performance,0,0,1
11070,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11071,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11072,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11073,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
11074,36-45,M,160-mid-176,over_79,over_30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11075,<25,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11076,>55,F,160-mid-176,55-mid-79,over_30,under_68,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11077,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11078,<25,M,160-mid-176,55-mid-79,under_15,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11079,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
11080,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,under_115,under_26,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11081,26-35,M,over_176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11082,46-55,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11083,46-55,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11084,26-35,M,160-mid-176,over_79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11085,26-35,M,over_176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
11086,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11087,>55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11088,36-45,F,under_160,under_55,15-mid-30,under_68,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11089,26-35,F,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
11090,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11091,<25,M,over_176,over_79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11092,26-35,F,under_160,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11093,<25,F,under_160,55-mid-79,over_30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11094,>55,F,under_160,under_55,over_30,under_68,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11095,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11096,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11097,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11098,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11099,46-55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11100,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11101,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11102,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11103,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
11104,<25,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11105,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11106,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11107,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11108,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11109,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11110,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
11111,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11112,>55,F,160-mid-176,55-mid-79,over_30,over_89,over_144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11113,46-55,F,under_160,under_55,over_30,68-mid-89,under_115,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11114,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11115,26-35,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11116,>55,M,under_160,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11117,46-55,F,160-mid-176,under_55,under_15,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
11118,>55,F,under_160,55-mid-79,15-mid-30,under_68,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11119,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11120,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11121,<25,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11122,36-45,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,low_performance,low_performance,0,0,1
11123,>55,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11124,<25,M,over_176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,low_performance,low_performance,0,0,1
11125,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
11126,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
11127,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11128,>55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11129,>55,M,160-mid-176,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
