id,Gender,Age_range,Ethnicity,MaritalStatus,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,score_risk_recidivism,score_text_risk_recidivism,score_risk_violence,score_text_risk_violence,Low_Recid,Medium_Recid,High_Recid,No_Recid,Recid,y_predict,y_true
3879,Female,Greater than 45,Caucasian,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3880,Male,Greater than 45,Caucasian,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3882,Male,25 - 45,African-American,Single,F,Felony Battery,YES,YES,10,High,7,Medium,0,0,1,0,1,Recid,Recid
3884,Male,25 - 45,African-American,Single,M,Possess Cannabis/20 Grams Or Less,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
3885,Female,25 - 45,Caucasian,Married,M,DUI Level 0.15 Or Minor In Veh,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3886,Male,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3887,Female,Greater than 45,Caucasian,Married,M,Leaving Acc/Unattended Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3888,Male,Less than 25,Caucasian,Single,F,arrest case no charge,YES,YES,5,Medium,6,Medium,0,1,0,0,1,No_Recid,Recid
3889,Male,Greater than 45,African-American,Single,M,Resist/Obstruct W/O Violence,NO,NO,1,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3891,Male,Greater than 45,African-American,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3892,Male,25 - 45,Caucasian,Other,F,Felony Battery (Dom Strang),NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3893,Female,25 - 45,Hispanic,Other,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3897,Male,25 - 45,Hispanic,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3898,Female,Less than 25,African-American,Single,F,Robbery / No Weapon,NO,NO,6,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
3899,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3900,Male,25 - 45,African-American,Single,M,Battery,YES,YES,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
3901,Male,25 - 45,African-American,Married,M,Battery,YES,YES,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
3902,Male,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
3903,Male,Greater than 45,Caucasian,Single,M,Carry Open/Uncov Bev In Pub,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3904,Male,25 - 45,Caucasian,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3905,Male,25 - 45,Caucasian,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3906,Male,25 - 45,Caucasian,Separated,F,Driving While License Revoked,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
3907,Male,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
3908,Female,25 - 45,Hispanic,Single,F,arrest case no charge,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3909,Male,25 - 45,Caucasian,Single,F,Crim Use of Personal ID Info,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3910,Male,25 - 45,African-American,Single,F,Purchase Cannabis,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3911,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,YES,8,High,5,Medium,0,0,1,0,1,Recid,Recid
3912,Male,Less than 25,African-American,Single,F,Pos Cannabis W/Intent Sel/Del,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3913,Male,25 - 45,African-American,Single,M,Battery,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
3914,Male,25 - 45,Other,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3915,Male,25 - 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3916,Male,Greater than 45,African-American,Married,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3917,Male,25 - 45,African-American,Single,F,Aggravated Battery / Pregnant,YES,YES,8,High,6,Medium,0,0,1,0,1,Recid,Recid
3918,Male,25 - 45,African-American,Other,F,Aggravated Battery / Pregnant,YES,YES,8,High,6,Medium,0,0,1,0,1,Recid,Recid
3919,Female,Less than 25,African-American,Single,F,Deliver Cannabis,YES,NO,6,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
3920,Male,Greater than 45,Caucasian,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3921,Male,Greater than 45,Caucasian,Single,F,Uttering a Forged Instrument,NO,NO,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
3922,Female,25 - 45,African-American,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3923,Female,Less than 25,Caucasian,Single,M,Battery,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
3924,Female,25 - 45,African-American,Single,F,arrest case no charge,YES,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3925,Male,25 - 45,Hispanic,Single,F,"Poss3,4 Methylenedioxymethcath",NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3926,Male,25 - 45,African-American,Single,F,Cruelty Toward Child,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3927,Male,Greater than 45,Hispanic,Other,F,Uttering a Forged Instrument,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3928,Male,Greater than 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
3930,Male,Greater than 45,African-American,Single,M,Petit Theft,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3931,Male,Greater than 45,Caucasian,Single,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3932,Male,Less than 25,Hispanic,Single,F,Poss Similitude of Drivers Lic,YES,YES,5,Medium,5,Medium,0,1,0,0,1,No_Recid,Recid
3933,Male,Less than 25,Hispanic,Single,F,Poss Similitude of Drivers Lic,YES,YES,5,Medium,5,Medium,0,1,0,0,1,No_Recid,Recid
3934,Female,25 - 45,Caucasian,Single,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3935,Female,25 - 45,Caucasian,Separated,M,Assault,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
3936,Female,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
3937,Male,25 - 45,Caucasian,Single,M,DUI Property Damage/Injury,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3938,Male,25 - 45,African-American,Other,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3939,Male,25 - 45,Caucasian,Other,F,Pos Cannabis W/Intent Sel/Del,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3940,Male,25 - 45,African-American,Single,F,Poss Oxycodone W/Int/Sell/Del,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
3941,Male,25 - 45,African-American,Other,F,,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3942,Male,25 - 45,Asian,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3943,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3944,Male,25 - 45,Caucasian,Married,F,Possession of Cocaine,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3945,Male,25 - 45,Caucasian,Other,F,Possession of Cocaine,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3946,Male,25 - 45,African-American,Single,F,Possession of Cocaine,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3947,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,NO,8,High,2,Low,0,0,1,1,0,Recid,No_Recid
3949,Female,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,7,Medium,3,Low,0,1,0,1,0,Recid,No_Recid
3951,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
3952,Male,Greater than 45,Caucasian,Single,F,Possession Child Pornography,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3953,Male,25 - 45,Caucasian,Single,F,arrest case no charge,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3954,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,YES,1,Low,2,Low,1,0,0,0,1,No_Recid,Recid
3955,Female,Greater than 45,Caucasian,Separated,F,Possession of Cocaine,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3956,Female,Less than 25,African-American,Other,F,Possession of Cocaine,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
3959,Female,25 - 45,African-American,Separated,M,Battery,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3960,Male,Less than 25,Other,Single,F,Conspiracy Dealing Stolen Prop,NO,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
3962,Female,Less than 25,African-American,Single,M,Battery,YES,YES,7,Medium,8,High,0,1,0,0,1,Recid,Recid
3963,Male,25 - 45,African-American,Married,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3964,Female,25 - 45,African-American,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3965,Male,25 - 45,Hispanic,Single,F,Deliver Cocaine,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
3966,Female,25 - 45,Hispanic,Single,F,arrest case no charge,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3968,Female,Less than 25,Caucasian,Single,M,Battery,NO,NO,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
3969,Male,25 - 45,Caucasian,Single,F,arrest case no charge,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3970,Male,25 - 45,Caucasian,Separated,F,Felony DUI - Enhanced,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
3971,Male,25 - 45,African-American,Single,M,Battery,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
3973,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3974,Female,25 - 45,African-American,Single,F,arrest case no charge,YES,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
3976,Male,25 - 45,African-American,Other,M,Battery,YES,YES,9,High,8,High,0,0,1,0,1,Recid,Recid
3977,Male,25 - 45,African-American,Single,M,Battery,YES,YES,9,High,8,High,0,0,1,0,1,Recid,Recid
3978,Female,25 - 45,Caucasian,Married,M,Assault,YES,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
3979,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3980,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3982,Male,25 - 45,Caucasian,Single,F,False Imprisonment,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
3983,Male,25 - 45,Caucasian,Single,F,arrest case no charge,NO,NO,5,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
3984,Male,Less than 25,African-American,Single,F,arrest case no charge,YES,YES,9,High,5,Medium,0,0,1,0,1,Recid,Recid
3985,Male,Less than 25,Caucasian,Single,F,Burglary Unoccupied Dwelling,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
3986,Male,Greater than 45,Caucasian,Separated,M,Battery,YES,YES,4,Low,3,Low,1,0,0,0,1,No_Recid,Recid
3987,Male,Greater than 45,Caucasian,Separated,M,Battery,YES,YES,4,Low,3,Low,1,0,0,0,1,No_Recid,Recid
3988,Female,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3989,Male,25 - 45,Caucasian,Separated,M,Battery,YES,YES,2,Low,3,Low,1,0,0,0,1,No_Recid,Recid
3990,Male,25 - 45,Caucasian,Single,F,Neglect Child / No Bodily Harm,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3991,Male,25 - 45,African-American,Single,F,Sale/Del Cannabis At/Near Scho,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
3992,Male,Greater than 45,Caucasian,Single,F,Obtain Control Substance By Fraud,NO,NO,-1,,1,Low,0,0,0,1,0,No_Recid,No_Recid
3993,Male,Less than 25,African-American,Single,F,arrest case no charge,NO,NO,3,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
3994,Male,25 - 45,Asian,Married,M,Battery,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3995,Male,Greater than 45,Hispanic,Married,M,Operating W/O Valid License,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3996,Male,25 - 45,African-American,Single,M,Possess Cannabis/20 Grams Or Less,YES,YES,6,Medium,8,High,0,1,0,0,1,No_Recid,Recid
3997,Male,25 - 45,Caucasian,Other,M,Disorderly Conduct,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
3998,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,9,High,4,Low,0,0,1,1,0,Recid,No_Recid
3999,Male,Less than 25,Caucasian,Single,F,Burglary Conveyance Assault/Bat,NO,NO,4,Low,7,Medium,1,0,0,1,0,No_Recid,No_Recid
4000,Female,Greater than 45,Caucasian,Other,M,Disorderly Intoxication,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4001,Female,25 - 45,Hispanic,Single,M,Prostitution/Lewd Act Assignation,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4002,Male,25 - 45,African-American,Other,M,Aggravated Battery / Pregnant,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4003,Female,25 - 45,Caucasian,Single,F,Possession Of Heroin,YES,YES,6,Medium,2,Low,0,1,0,0,1,No_Recid,Recid
4004,Male,Less than 25,Caucasian,Single,M,Driving Under The Influence,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4005,Male,Greater than 45,Asian,Married,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4006,Female,25 - 45,Caucasian,Single,M,Battery,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
4007,Female,25 - 45,Caucasian,Single,F,Driving While License Revoked,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4008,Male,25 - 45,African-American,Single,F,Uttering a Forged Instrument,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
4009,Male,25 - 45,Hispanic,Married,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4010,Female,25 - 45,African-American,Single,M,arrest case no charge,NO,NO,8,High,7,Medium,0,0,1,1,0,Recid,No_Recid
4012,Female,Greater than 45,African-American,Single,F,False 911 Call,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4013,Male,Less than 25,Hispanic,Single,F,Possession of Cocaine,NO,NO,8,High,6,Medium,0,0,1,1,0,Recid,No_Recid
4014,Female,Less than 25,Hispanic,Single,F,arrest case no charge,YES,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
4015,Male,25 - 45,Hispanic,Single,F,arrest case no charge,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4016,Male,25 - 45,African-American,Single,F,Corrupt Public Servant,YES,YES,2,Low,3,Low,1,0,0,0,1,No_Recid,Recid
4017,Female,25 - 45,African-American,Single,M,Battery,YES,YES,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4018,Male,25 - 45,Caucasian,Married,F,"Poss3,4 Methylenedioxymethcath",NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4019,Male,25 - 45,African-American,Single,M,Battery,YES,YES,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4020,Female,25 - 45,Other,Single,F,Aggrav Battery w/Deadly Weapon,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4021,Male,Less than 25,African-American,Single,M,Battery,YES,YES,9,High,7,Medium,0,0,1,0,1,Recid,Recid
4022,Male,Less than 25,African-American,Single,F,Possession of Cocaine,YES,YES,10,High,9,High,0,0,1,0,1,Recid,Recid
4024,Male,25 - 45,Hispanic,Single,F,Driving While License Revoked,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4025,Male,Greater than 45,Caucasian,Other,F,Felony Battery (Dom Strang),NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4026,Male,Greater than 45,Hispanic,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4027,Male,25 - 45,African-American,Single,M,Possess Cannabis/20 Grams Or Less,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4028,Female,25 - 45,Caucasian,Married,M,Battery,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
4029,Male,Greater than 45,Caucasian,Single,F,arrest case no charge,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4030,Male,25 - 45,African-American,Single,M,Battery,YES,YES,7,Medium,7,Medium,0,1,0,0,1,Recid,Recid
4031,Male,25 - 45,Hispanic,Single,F,"Poss 3,4 MDMA (Ecstasy)",YES,YES,7,Medium,2,Low,0,1,0,0,1,Recid,Recid
4032,Male,Less than 25,Other,Single,M,Aggravated Assault w/Firearm,NO,NO,4,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
4034,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
4035,Male,25 - 45,Other,Single,M,Battery,NO,NO,4,Low,7,Medium,1,0,0,1,0,No_Recid,No_Recid
4036,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
4037,Male,Less than 25,African-American,Single,F,Driving While License Revoked,NO,NO,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
4038,Female,25 - 45,African-American,Married,F,Aggravated Battery (Firearm),YES,YES,4,Low,2,Low,1,0,0,0,1,No_Recid,Recid
4039,Male,25 - 45,African-American,Single,M,Possession of Cocaine,NO,NO,9,High,4,Low,0,0,1,1,0,Recid,No_Recid
4040,Female,25 - 45,Hispanic,Other,F,Battery on Law Enforc Officer,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4041,Female,Greater than 45,Caucasian,Other,F,Fraudulent Use of Credit Card,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4042,Female,25 - 45,Hispanic,Married,M,Battery,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4043,Male,Less than 25,Caucasian,Single,F,Burglary Conveyance Unoccup,NO,NO,10,High,5,Medium,0,0,1,1,0,Recid,No_Recid
4044,Male,Less than 25,Caucasian,Married,F,Burglary Conveyance Unoccup,NO,NO,10,High,5,Medium,0,0,1,1,0,Recid,No_Recid
4045,Male,Less than 25,Caucasian,Married,F,Burglary Conveyance Unoccup,NO,NO,10,High,5,Medium,0,0,1,1,0,Recid,No_Recid
4046,Male,Greater than 45,African-American,Single,M,DUI Property Damage/Injury,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4048,Male,25 - 45,African-American,Single,F,Burglary Dwelling Occupied,YES,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4049,Female,Greater than 45,Caucasian,Single,F,Unlicensed Telemarketing,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4050,Male,Less than 25,African-American,Single,F,"Deliver 3,4 Methylenediox",NO,NO,4,Low,7,Medium,1,0,0,1,0,No_Recid,No_Recid
4051,Male,25 - 45,African-American,Single,F,Possession of Cocaine,YES,YES,10,High,9,High,0,0,1,0,1,Recid,Recid
4052,Male,25 - 45,African-American,Other,F,Possession of Cocaine,YES,YES,10,High,9,High,0,0,1,0,1,Recid,Recid
4053,Male,Less than 25,African-American,Single,M,Viol Injunct Domestic Violence,YES,YES,9,High,8,High,0,0,1,0,1,Recid,Recid
4054,Male,25 - 45,Caucasian,Other,M,Driving Under The Influence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4055,Male,25 - 45,Caucasian,Single,F,Burglary Structure Unoccup,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4056,Male,25 - 45,African-American,Single,F,Computer Pornography,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4058,Male,25 - 45,African-American,Single,M,Battery,NO,NO,6,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
4060,Male,25 - 45,African-American,Single,F,Robbery / Weapon,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4061,Male,Less than 25,Other,Single,M,Possess Cannabis/20 Grams Or Less,YES,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
4062,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4063,Male,25 - 45,African-American,Other,M,Battery,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4064,Male,Greater than 45,Caucasian,Single,M,Driving License Suspended,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4065,Male,Less than 25,African-American,Single,F,Aggravated Assault W/Dead Weap,YES,YES,3,Low,5,Medium,1,0,0,0,1,No_Recid,Recid
4067,Male,Greater than 45,Caucasian,Single,F,Criminal Mischief,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4069,Male,25 - 45,African-American,Single,F,Aggravated Battery / Pregnant,YES,YES,4,Low,5,Medium,1,0,0,0,1,No_Recid,Recid
4070,Male,25 - 45,African-American,Single,F,Burglary Unoccupied Dwelling,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
4072,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
4073,Female,Greater than 45,African-American,Single,M,Battery,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
4074,Female,25 - 45,African-American,Single,M,Battery,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
4075,Male,Greater than 45,Other,Separated,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4077,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4078,Male,Less than 25,African-American,Single,F,Burglary Unoccupied Dwelling,NO,NO,7,Medium,7,Medium,0,1,0,1,0,Recid,No_Recid
4080,Male,25 - 45,Other,Single,M,Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4081,Female,25 - 45,African-American,Single,M,Susp Drivers Lic 1st Offense,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
4082,Female,25 - 45,African-American,Married,M,Susp Drivers Lic 1st Offense,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
4084,Male,Greater than 45,Caucasian,Other,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4086,Male,25 - 45,Other,Single,F,Trespass Property w/Dang Weap,YES,YES,8,High,3,Low,0,0,1,0,1,Recid,Recid
4087,Male,Less than 25,Native American,Single,F,arrest case no charge,YES,YES,9,High,9,High,0,0,1,0,1,Recid,Recid
4088,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
4089,Male,Greater than 45,Hispanic,Single,M,Disorderly Intoxication,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4090,Male,25 - 45,African-American,Single,F,Agg Battery Grt/Bod/Harm,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
4092,Male,Less than 25,African-American,Single,F,Robbery Sudd Snatch No Weapon,YES,YES,8,High,8,High,0,0,1,1,0,Recid,No_Recid
4093,Female,25 - 45,Caucasian,Single,F,Aggravated Battery / Pregnant,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4094,Female,Greater than 45,Caucasian,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4095,Male,25 - 45,Hispanic,Separated,M,Operating W/O Valid License,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4096,Male,Less than 25,African-American,Single,F,arrest case no charge,NO,NO,2,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
4098,Male,Greater than 45,Caucasian,Single,F,Felony DUI (level 3),NO,NO,8,High,10,High,0,0,1,1,0,Recid,No_Recid
4099,Male,Less than 25,African-American,Single,F,Fleeing or Eluding a LEO,NO,NO,6,Medium,8,High,0,1,0,1,0,No_Recid,No_Recid
4100,Male,Greater than 45,African-American,Married,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4101,Male,Less than 25,African-American,Single,F,Pos Cannabis W/Intent Sel/Del,YES,YES,10,High,9,High,0,0,1,0,1,Recid,Recid
4103,Male,Less than 25,African-American,Single,F,arrest case no charge,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
4104,Female,25 - 45,Caucasian,Single,M,Grand Theft in the 3rd Degree,NO,NO,5,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
4105,Male,Greater than 45,Other,Married,F,Tamper With Witness/Victim/CI,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
4106,Male,25 - 45,African-American,Married,F,Agg Battery Grt/Bod/Harm,YES,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
